Postcode,Postcode Status,LSOA Code,LSOA Name,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile,Income Rank,Income Decile,Income Score,Employment Rank,Employment Decile,Employment Score,Education and Skills Rank,Education and Skills Decile,Health and Disability Rank,Health and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing & Services Rank,Barriers to Housing & Services Decile,Living Environment Rank,Living Environment Decile,IDACI Rank,IDACI Decile,IDACI Score,IDAOPI Rank,IDAOPI Decile,IDAOPI Score
S61 2PA,Live,E01007718,Rotherham 016D E01007718,1835,1,1980,1,0.342,1304,1,0.288,2162,1,1591,1,4468,2,25766,8,11610,4,3125,1,0.391,4583,2,0.331
S61 2PB,Live,E01007718,Rotherham 016D E01007718,1835,1,1980,1,0.342,1304,1,0.288,2162,1,1591,1,4468,2,25766,8,11610,4,3125,1,0.391,4583,2,0.331
S61 2PD,Live,E01007718,Rotherham 016D E01007718,1835,1,1980,1,0.342,1304,1,0.288,2162,1,1591,1,4468,2,25766,8,11610,4,3125,1,0.391,4583,2,0.331
S61 2PE,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2PF,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2PG,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2PH,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2PJ,Live,E01007803,Rotherham 007D E01007803,15110,5,12628,4,0.148,13329,5,0.115,13598,5,10221,4,20054,7,26032,8,14060,5,10281,4,0.232,15653,5,0.157
S61 2PL,Live,E01007803,Rotherham 007D E01007803,15110,5,12628,4,0.148,13329,5,0.115,13598,5,10221,4,20054,7,26032,8,14060,5,10281,4,0.232,15653,5,0.157
S61 2PN,Live,E01007803,Rotherham 007D E01007803,15110,5,12628,4,0.148,13329,5,0.115,13598,5,10221,4,20054,7,26032,8,14060,5,10281,4,0.232,15653,5,0.157
S61 2PP,Live,E01007803,Rotherham 007D E01007803,15110,5,12628,4,0.148,13329,5,0.115,13598,5,10221,4,20054,7,26032,8,14060,5,10281,4,0.232,15653,5,0.157
S61 2PQ,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2PR,Live,E01007803,Rotherham 007D E01007803,15110,5,12628,4,0.148,13329,5,0.115,13598,5,10221,4,20054,7,26032,8,14060,5,10281,4,0.232,15653,5,0.157
S61 2PS,Live,E01007803,Rotherham 007D E01007803,15110,5,12628,4,0.148,13329,5,0.115,13598,5,10221,4,20054,7,26032,8,14060,5,10281,4,0.232,15653,5,0.157
S61 2PT,Live,E01007803,Rotherham 007D E01007803,15110,5,12628,4,0.148,13329,5,0.115,13598,5,10221,4,20054,7,26032,8,14060,5,10281,4,0.232,15653,5,0.157
S61 2PU,Live,E01007803,Rotherham 007D E01007803,15110,5,12628,4,0.148,13329,5,0.115,13598,5,10221,4,20054,7,26032,8,14060,5,10281,4,0.232,15653,5,0.157
S61 2PW,Live,E01007803,Rotherham 007D E01007803,15110,5,12628,4,0.148,13329,5,0.115,13598,5,10221,4,20054,7,26032,8,14060,5,10281,4,0.232,15653,5,0.157
S61 2PX,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2PY,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2PZ,Live,E01007803,Rotherham 007D E01007803,15110,5,12628,4,0.148,13329,5,0.115,13598,5,10221,4,20054,7,26032,8,14060,5,10281,4,0.232,15653,5,0.157
S61 2QA,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2QB,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2QD,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2QE,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2QF,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2QG,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2QH,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2QJ,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2QL,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2QN,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2QP,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2QQ,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2QR,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2QS,Live,E01007803,Rotherham 007D E01007803,15110,5,12628,4,0.148,13329,5,0.115,13598,5,10221,4,20054,7,26032,8,14060,5,10281,4,0.232,15653,5,0.157
S61 2QT,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2QU,Live,E01007803,Rotherham 007D E01007803,15110,5,12628,4,0.148,13329,5,0.115,13598,5,10221,4,20054,7,26032,8,14060,5,10281,4,0.232,15653,5,0.157
S61 2QW,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2QX,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2QY,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2QZ,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2RA,Live,E01007745,Rotherham 015E E01007745,6401,2,5036,2,0.26,5268,2,0.196,5193,2,6454,2,7599,3,20374,7,16971,6,3325,2,0.385,8269,3,0.252
S61 2RB,Live,E01007743,Rotherham 015C E01007743,22863,7,28235,9,0.048,22143,7,0.071,21159,7,16305,5,7201,3,19112,6,24920,8,28143,9,0.052,24286,8,0.09
S61 2RD,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2RE,Terminated,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2RF,Terminated,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2RG,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2RH,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2RJ,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2RL,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2RN,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2RP,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2RQ,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2RR,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2RS,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2RT,Live,E01007696,Rotherham 007A E01007696,17760,6,23257,8,0.072,20607,7,0.077,24797,8,15357,5,23058,8,4153,2,5823,2,28699,9,0.049,19104,6,0.126
S61 2RU,Live,E01007696,Rotherham 007A E01007696,17760,6,23257,8,0.072,20607,7,0.077,24797,8,15357,5,23058,8,4153,2,5823,2,28699,9,0.049,19104,6,0.126
S61 2RW,Live,E01007696,Rotherham 007A E01007696,17760,6,23257,8,0.072,20607,7,0.077,24797,8,15357,5,23058,8,4153,2,5823,2,28699,9,0.049,19104,6,0.126
S61 2RX,Live,E01007696,Rotherham 007A E01007696,17760,6,23257,8,0.072,20607,7,0.077,24797,8,15357,5,23058,8,4153,2,5823,2,28699,9,0.049,19104,6,0.126
S61 2RY,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2RZ,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2SA,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2SB,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2SD,Live,E01007803,Rotherham 007D E01007803,15110,5,12628,4,0.148,13329,5,0.115,13598,5,10221,4,20054,7,26032,8,14060,5,10281,4,0.232,15653,5,0.157
S61 2SF,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2SG,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2SH,Terminated,E01007745,Rotherham 015E E01007745,6401,2,5036,2,0.26,5268,2,0.196,5193,2,6454,2,7599,3,20374,7,16971,6,3325,2,0.385,8269,3,0.252
S61 2SJ,Live,E01007743,Rotherham 015C E01007743,22863,7,28235,9,0.048,22143,7,0.071,21159,7,16305,5,7201,3,19112,6,24920,8,28143,9,0.052,24286,8,0.09
S61 2SL,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2SN,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2SP,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2SQ,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2SR,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2SS,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2ST,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2SU,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2SW,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2SX,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2SY,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2SZ,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2TA,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2TB,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2TD,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2TE,Live,E01007803,Rotherham 007D E01007803,15110,5,12628,4,0.148,13329,5,0.115,13598,5,10221,4,20054,7,26032,8,14060,5,10281,4,0.232,15653,5,0.157
S61 2TF,Live,E01007803,Rotherham 007D E01007803,15110,5,12628,4,0.148,13329,5,0.115,13598,5,10221,4,20054,7,26032,8,14060,5,10281,4,0.232,15653,5,0.157
S61 2TG,Live,E01007803,Rotherham 007D E01007803,15110,5,12628,4,0.148,13329,5,0.115,13598,5,10221,4,20054,7,26032,8,14060,5,10281,4,0.232,15653,5,0.157
S61 2TH,Live,E01007803,Rotherham 007D E01007803,15110,5,12628,4,0.148,13329,5,0.115,13598,5,10221,4,20054,7,26032,8,14060,5,10281,4,0.232,15653,5,0.157
S61 2TJ,Live,E01007803,Rotherham 007D E01007803,15110,5,12628,4,0.148,13329,5,0.115,13598,5,10221,4,20054,7,26032,8,14060,5,10281,4,0.232,15653,5,0.157
S61 2TL,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2TN,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2TP,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2TQ,Live,E01007803,Rotherham 007D E01007803,15110,5,12628,4,0.148,13329,5,0.115,13598,5,10221,4,20054,7,26032,8,14060,5,10281,4,0.232,15653,5,0.157
S61 2TR,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2TS,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2TT,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2TU,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2TW,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2TX,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2TY,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2TZ,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2UA,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2UB,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2UD,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2UE,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2UF,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2UG,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2UH,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2UJ,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2UL,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2UN,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2UP,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2UQ,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2UR,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2US,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2UT,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2UU,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2UW,Live,E01007808,Rotherham 007E E01007808,28956,9,32048,10,0.026,27746,9,0.05,27966,9,20995,7,32124,10,7677,3,28968,9,30925,10,0.033,30830,10,0.049
S61 2UX,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2UY,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2UZ,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2WA,Terminated,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2WB,Live,E01007802,Rotherham 007C E01007802,27267,9,25361,8,0.061,20978,7,0.076,24299,8,20577,7,28207,9,21125,7,27342,9,27854,9,0.054,18944,6,0.127
S61 2WN,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S61 2WP,Terminated,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2WQ,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S61 2WR,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S61 2WS,Terminated,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2WT,Terminated,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2WU,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S61 2WW,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S61 2WX,Terminated,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2WY,Terminated,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2XA,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2XF,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S61 2XG,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S61 2XH,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S61 2XJ,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S61 2XL,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S61 2XN,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S61 2XP,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S61 2XQ,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
S61 2XR,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2XS,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2XT,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2XU,Live,E01007801,Rotherham 007B E01007801,24886,8,27398,9,0.052,23637,8,0.065,24029,8,18593,6,8770,3,23074,8,23962,8,27217,9,0.058,24954,8,0.086
S61 2XW,Terminated,E01007714,Rotherham 017B E01007714,805,1,1693,1,0.353,1408,1,0.284,2713,1,512,1,1233,1,20132,7,1347,1,6202,2,0.31,2185,1,0.412
